90,0,1.3,942,-200,6.7,846,78,980,92,1615,905,21.7,50.8,1.3019
90,1,0.7,825,-200,4.2,720,38,1129,55,1511,678,21,51.9,1.2794
90,2,0.5,780,-200,2.5,621,26,1277,42,1452,586,20.5,54.3,1.2926
90,3,0.4,746,-200,1.7,565,-200,1369,-200,1423,608,20.9,52.5,1.2852
90,4,0.3,734,-200,1.4,538,19,1449,30,1400,514,21,53.1,1.3031
90,5,0.5,785,-200,2.8,640,35,1265,40,1467,588,19.6,57.1,1.2851
90,6,1.4,946,-200,8.8,931,126,917,69,1745,884,18.2,62.3,1.2903
90,7,3.3,1201,-200,19.4,1279,309,683,100,2144,1338,19.5,57.7,1.2966
90,8,5.8,1377,-200,36.1,1688,376,525,125,2746,1708,21.6,51.7,1.313
90,9,5,1346,-200,27.1,1481,441,602,174,2367,1681,23.9,44.4,1.3029
90,10,3.5,1230,-200,19,1268,309,698,171,2049,1509,28.1,35.2,1.312
90,11,2.9,1160,-200,16.9,1208,220,728,149,1925,1330,31.4,28.6,1.298
90,12,2.5,1146,-200,15.7,1171,168,761,124,1902,1138,33.7,25.5,1.3095
90,13,2.3,1078,-200,14.1,1121,149,818,119,1806,963,35.9,20.8,1.2103
90,14,2.4,1111,-200,16.5,1194,160,794,130,1875,1015,37.5,18.1,1.1529
90,15,2.6,1083,-200,14.8,1141,177,825,143,1793,1008,37.7,17.7,1.1383
90,16,2.2,1056,-200,13,1083,-200,865,-200,1723,898,37.8,17.4,1.1219
90,17,3.5,1220,-200,21.4,1334,176,695,183,2066,1215,36.6,20.6,1.2445
90,18,3.9,1268,-200,23.6,1393,202,650,161,2144,1334,32.5,26,1.2502
90,19,4.5,1256,-200,25,1430,255,660,170,2151,1380,30.8,27.2,1.1832
90,20,3.8,1213,-200,21.6,1341,210,683,143,2090,1601,28.8,30.2,1.1761
90,21,2.8,1145,-200,15.7,1170,157,751,123,1894,1376,26.7,35.4,1.2233
90,22,1.7,1050,-200,10.9,1011,96,836,89,1739,1161,25.3,40.7,1.291
90,23,1.2,972,-200,8.1,902,59,933,67,1647,878,24.9,41.2,1.2809
91,0,1.6,1020,-200,10.2,984,81,853,81,1753,1031,23.7,45.1,1.3033
91,1,1,934,-200,7.5,878,40,940,54,1644,847,22.5,49,1.3151
91,2,0.9,914,-200,5.8,801,42,965,57,1609,908,22.3,50.6,1.3486
91,3,0.5,824,-200,3.8,698,-200,1107,-200,1517,733,22,50.5,1.3199
91,4,0.5,817,-200,3.3,672,31,1113,51,1501,751,20.8,54.4,1.3229
91,5,0.5,833,-200,4,708,54,1084,58,1525,799,20.3,56,1.3204
91,6,1,935,-200,8.1,905,88,899,69,1675,954,20.5,54.8,1.3073
91,7,3.5,1297,-200,22.3,1359,261,630,107,2214,1425,21.7,50.6,1.2981
91,8,6.4,1496,-200,36.9,1705,357,507,151,2691,2147,23.4,46.1,1.3091
91,9,2.9,1201,-200,17.5,1224,265,701,146,1987,1532,25.1,43,1.3488
91,10,3.4,1267,-200,19.3,1276,247,676,165,2059,1570,30.1,32.8,1.3795
91,11,2.8,1224,-200,17.6,1228,189,711,159,1972,1380,34.7,25.9,1.4069
91,12,2.8,1247,-200,18.6,1257,168,701,174,2000,1337,37.2,23.2,1.4478
91,13,2.8,1183,-200,18,1241,183,721,167,1937,1308,39.5,18.3,1.2917
91,14,2.3,1078,-200,14,1116,157,815,137,1761,1013,40.6,15.3,1.1485
91,15,1.8,1076,-200,10.9,1012,113,894,116,1665,816,40.3,16.1,1.1896
91,16,2,1052,-200,11.1,1019,140,896,125,1610,836,40.3,14.2,1.0494
91,17,3.5,1287,-200,21.6,1340,230,699,194,2008,1267,39.6,16.7,1.1867
91,18,4.9,1460,-200,27.6,1493,277,586,222,2288,1649,37.3,23.4,1.4672
91,19,4.6,1357,-200,25.6,1445,295,620,206,2195,1622,33.7,27.7,1.4213
91,20,3.4,1234,-200,18.6,1257,212,695,162,2019,1349,30.7,32.2,1.3983
91,21,2.7,1151,-200,15.2,1154,151,747,132,1894,1186,28.4,35.7,1.3549
91,22,1.9,1065,-200,11.7,1038,110,805,107,1763,1026,26.5,38.6,1.3154
91,23,1.5,984,-200,8.7,929,83,917,84,1654,817,25.4,40.1,1.2822
92,0,1,938,-200,7.6,881,48,956,61,1607,662,24.1,43.3,1.2839
92,1,0.7,878,-200,5.2,774,27,1065,42,1527,552,23.9,45.6,1.3328
92,2,1,919,-200,5.9,807,48,967,66,1598,775,22,52.8,1.3752
92,3,0.6,836,-200,4,709,-200,1085,-200,1498,646,20.7,56.1,1.3565
92,4,-200,814,-200,3.3,673,33,1138,50,1488,647,20.1,57.3,1.3352
92,5,0.9,872,-200,5.4,782,75,1001,76,1607,874,19.5,59.4,1.3328
92,6,1.2,949,-200,8.7,929,101,887,78,1711,973,20,56.6,1.3095
92,7,2.9,1227,-200,19.9,1292,214,661,104,2087,1327,21.7,53.9,1.3848
92,8,4.8,1360,-200,30.4,1561,290,545,139,2525,1626,23.7,49,1.4152
92,9,4.3,1318,-200,24.6,1420,311,586,166,2316,1640,25.9,44.3,1.4544
92,10,3.1,1196,-200,16.9,1208,234,705,151,1981,1341,30.1,34.3,1.4414
92,11,2.4,1152,-200,13.6,1102,157,770,134,1868,1113,33.5,27.2,1.3859
92,12,2.8,1220,-200,15.3,1157,165,715,148,1935,1224,35.4,26.1,1.4806
92,13,2.5,1182,-200,14.1,1120,137,735,126,1893,1095,37.9,23.2,1.502
92,14,2.6,1167,-200,17,1210,149,719,144,1944,1152,39.7,18.7,1.3306
92,15,2.3,1142,-200,13.8,1109,140,782,133,1789,1047,40.4,17.2,1.2774
92,16,2.4,1157,-200,13.6,1105,139,779,139,1792,982,40,18.8,1.363
92,17,3.5,1274,-200,21.2,1329,221,670,178,2054,1320,38.9,18.8,1.29
92,18,4.8,1372,-200,25.9,1451,318,631,206,2183,1541,35.8,22.1,1.2792
92,19,5.1,1373,-200,25.4,1440,363,635,211,2183,1510,33.1,25.9,1.2923
92,20,4.7,1290,-200,23.6,1393,341,655,180,2146,1511,30.9,28.2,1.2388
92,21,2.4,1056,-200,12,1051,163,826,116,1758,1078,27.5,32.6,1.176
92,22,2.5,1116,-200,14.2,1123,157,768,118,1826,1235,26.3,34.3,1.1605
92,23,2.7,1106,-200,14.2,1122,202,783,115,1813,1202,25.5,34.1,1.0968
93,0,1.5,1018,-200,10.4,992,102,839,96,1710,1103,24.7,39.3,1.2065
93,1,1.1,919,-200,7.5,880,70,915,86,1628,1013,24.2,39.5,1.1764
93,2,0.6,807,-200,3.5,681,41,1092,65,1435,765,24.8,37.8,1.1639
93,3,0.5,787,-200,2.5,620,-200,1176,-200,1403,618,22.7,43.8,1.1952
93,4,0.4,789,-200,2.6,623,36,1146,53,1407,663,22,44.3,1.1553
93,5,0.6,825,-200,4,709,68,1050,74,1491,813,19.3,51.4,1.1364
93,6,1,912,-200,7,858,92,923,69,1608,894,19.8,50.4,1.1525
93,7,4.6,1339,-200,24.8,1425,332,595,131,2264,1495,20.5,48.2,1.1474
93,8,4.8,1355,-200,28.9,1526,333,567,134,2397,1658,22.8,42.7,1.1667
93,9,4,1250,-200,21.5,1336,298,632,148,2104,1506,25.6,35.8,1.1548
93,10,-200,1105,-200,12.9,1079,-200,788,-200,1774,1168,30,27.5,1.1509
93,11,2,1076,-200,12.2,1055,146,817,-200,1734,993,34.4,21,1.1248
93,12,2,1096,-200,13.1,1087,120,801,111,1759,910,35.9,19.6,1.1422
93,13,2,1093,-200,13.3,1094,108,797,110,1769,912,37.2,18.2,1.1389
93,14,1.9,1027,-200,12.5,1066,109,837,110,1689,814,37.3,16.6,1.0435
93,15,1.9,1026,-200,13,1085,124,848,116,1654,1341,37.4,14.9,0.9413
93,16,1.9,1015,-200,12.3,1062,127,877,120,1668,847,36.4,15.1,0.9005
93,17,2.6,1028,-200,15.2,1155,185,832,142,1691,925,35.4,14.7,0.8323
93,18,3.2,1074,-200,19.1,1270,230,776,146,1833,1087,34.2,14.2,0.7502
93,19,3.4,1124,-200,19.7,1289,265,765,153,1863,1132,31.1,18.7,0.8302
93,20,3.4,1111,-200,18.6,1256,261,765,158,1851,1197,29.1,22,0.8702
93,21,2.9,1062,-200,16.1,1183,219,794,140,1731,1229,27.2,22.5,0.7962
93,22,2.7,1072,-200,15,1148,180,805,127,1683,1171,25.3,24.6,0.7796
93,23,1.3,936,-200,7.3,871,108,990,97,1430,921,24.9,27.2,0.8429
94,0,1.3,988,-200,8.9,937,98,894,91,1543,1008,23.5,32.2,0.922
94,1,0.9,924,-200,6.6,839,57,957,68,1453,849,23.5,32.7,0.9349
94,2,0.6,839,-200,4.3,725,36,1052,52,1368,668,24.1,32,0.9467
94,3,0.5,826,-200,3.2,666,-200,1109,-200,1349,641,22.6,34.8,0.9441
94,4,0.5,853,-200,4.1,716,45,1047,58,1414,707,20.8,40.2,0.9725
94,5,0.9,918,-200,6,810,87,936,78,1524,939,18.8,46.6,1.0027
94,6,0.7,890,-200,5.6,791,62,950,61,1489,886,19.8,46,1.0524
94,7,0.6,865,-200,4.8,752,65,996,64,1451,837,21.3,42.3,1.0625
94,8,1.3,1003,-200,8.9,937,125,850,81,1622,1005,21.3,41.8,1.0449
94,9,1.9,1123,-200,13.1,1088,157,746,92,1789,1191,24,36.6,1.0772
94,10,2.1,1146,-200,14.1,1119,171,746,101,1823,1200,27.2,30.7,1.0884
94,11,1.8,1110,-200,11.2,1021,119,820,96,1724,971,32.3,23.6,1.1271
94,12,1.8,1126,-200,10,979,110,849,101,1700,907,31.9,25.8,1.2023
94,13,1.6,1067,-200,9.6,962,95,860,91,1658,802,35.1,21.8,1.2093
94,14,1.2,1008,-200,7.2,866,58,937,68,1573,695,36,20.5,1.1995
94,15,1.2,1062,-200,8.6,924,69,892,76,1683,777,37,20.1,1.2423
94,16,1.4,1082,-200,9,939,76,869,84,1678,818,36.4,21,1.2515
94,17,1.3,1042,-200,7.9,897,63,901,76,1605,681,35.2,22.6,1.267
94,18,1.1,1022,-200,6.2,823,51,964,61,1599,631,32.5,27.6,1.3229
94,19,1.1,1024,-200,6.3,828,46,936,52,1601,641,29.1,35.1,1.3919
94,20,1.1,1048,-200,6.3,828,52,922,59,1618,683,26.9,39.7,1.3898
94,21,1.8,1153,-200,11.2,1022,84,765,89,1806,1013,26.1,42.2,1.4039
94,22,2.3,1195,-200,12.8,1077,130,731,113,1860,1151,25.5,43.8,1.4095
94,23,2.6,1245,-200,13.2,1091,147,734,112,1870,1134,24.9,45.6,1.4135
95,0,2,1086,-200,9.2,946,126,847,89,1729,945,25.2,45.2,1.4262
95,1,1,972,-200,5.8,804,47,955,53,1620,734,25.4,45.5,1.457
95,2,0.6,880,-200,3.4,677,24,1109,36,1500,554,26.2,43.6,1.4599
95,3,0.6,906,-200,4.1,719,-200,1050,-200,1561,612,24.3,48.2,1.4476
95,4,0.5,879,-200,3.1,658,25,1121,39,1511,564,24.4,48.3,1.4499
95,5,0.4,842,-200,2.2,597,21,1237,33,1444,512,23.3,51,1.4346
95,6,0.4,797,-200,1.5,543,25,1466,37,1347,410,21.6,48.1,1.2259
95,7,0.4,796,-200,1.3,526,25,1534,36,1322,392,21.4,47.8,1.2005
95,8,0.4,767,-200,1.2,520,30,1526,42,1287,377,20.5,46.8,1.1152
95,9,0.5,784,-200,1.7,562,42,1460,52,1286,389,20.8,40.7,0.9882
95,10,0.6,811,-200,2.5,622,52,1315,60,1307,432,22.3,35.3,0.9371
95,11,0.7,838,-200,2.5,620,62,1292,74,1325,502,21.7,38.3,0.9842
95,12,0.7,821,-200,2.7,632,67,1295,65,1302,469,24.4,29.6,0.8921
95,13,0.6,793,-200,1.9,579,47,1380,52,1303,427,23.4,34.9,0.991
95,14,0.5,794,-200,1.8,567,35,1426,40,1306,406,23.5,35.2,1.0019
95,15,0.6,821,-200,2.4,614,45,1309,49,1350,430,22.4,39,1.04
95,16,0.8,849,-200,2.6,628,53,1274,56,1379,453,22,41.7,1.0865
95,17,0.8,852,-200,3,651,57,1246,59,1387,470,21.7,42.7,1.0949
95,18,1,847,-200,2.9,645,71,1245,68,1364,480,20.7,43.4,1.047
95,19,1,849,-200,3.5,682,67,1215,72,1378,472,20.3,42.6,1.0045
95,20,1,865,-200,3.6,687,75,1191,78,1388,521,20.3,44.1,1.0392
95,21,0.9,848,-200,3.6,689,65,1180,71,1403,520,20.1,45.2,1.0538
95,22,0.7,807,-200,2.3,606,45,1340,54,1337,440,19.8,45.7,1.0424
95,23,0.8,814,-200,2.6,627,46,1305,57,1351,446,19.6,45.3,1.0244
96,0,0.7,785,-200,2,582,33,1377,45,1311,417,19.4,45.9,1.0242
96,1,0.5,748,-200,1.2,515,19,1580,30,1261,381,19.7,44.8,1.0172
96,2,0.3,716,-200,0.7,461,9,1795,16,1235,350,19.5,46.3,1.0363
96,3,0.3,708,-200,0.5,437,-200,1941,-200,1227,334,19,49,1.063
96,4,-200,724,-200,0.5,448,12,1917,18,1256,346,19.1,50.7,1.109
96,5,0.3,748,-200,0.8,477,21,1703,28,1301,380,19.1,52.7,1.1545
96,6,0.7,888,-200,3.5,683,66,1196,62,1483,563,20.3,49.3,1.1596
96,7,1.5,973,-200,7,858,137,941,92,1584,779,21.1,46.2,1.1389
96,8,1.8,993,-200,8.7,927,151,886,96,1665,842,21.5,44.5,1.129
96,9,1.4,929,-200,6.3,825,115,992,87,1561,692,22.4,43.6,1.1637
96,10,1.5,962,-200,7,858,118,941,84,1613,779,24.8,39.1,1.2039
96,11,1.2,906,-200,5.5,786,95,1026,73,1538,633,23.9,42.1,1.2335
96,12,1.2,915,-200,5.3,776,86,1029,72,1544,616,25.5,38.3,1.2328
96,13,1.3,928,-200,5.5,787,85,1012,68,1585,606,25.4,39.2,1.2534
96,14,1,855,-200,3.8,698,66,1134,62,1449,526,25.6,37,1.2006
96,15,1.4,920,-200,5.4,783,74,1046,70,1550,588,24.5,38.4,1.1669
96,16,1.6,917,-200,6.7,842,108,985,83,1563,674,23.9,39.9,1.1639
96,17,2.7,1072,-200,12.2,1057,150,812,92,1820,885,24.2,39.2,1.1665
96,18,2.3,1000,-200,10.2,985,157,846,103,1726,879,23.5,41.2,1.1759
96,19,1.5,914,-200,6.7,845,93,972,82,1583,703,22.3,44.9,1.1973
96,20,1.4,888,-200,5.7,799,76,1023,74,1531,637,21.7,46.5,1.1917
96,21,1,851,-200,4.1,718,57,1134,67,1471,561,22,44.9,1.1699
96,22,1.1,870,-200,4.7,749,64,1096,74,1487,612,22.2,44.1,1.1654
96,23,1.2,883,-200,5.2,773,59,1062,72,1514,621,21.8,45.6,1.1763
97,0,1.2,886,-200,5.1,767,68,1055,79,1532,702,21.6,46,1.1742
97,1,0.7,792,-200,2.8,637,31,1249,43,1400,559,21.6,45.8,1.1715
97,2,0.5,754,-200,1.4,535,21,1490,33,1335,435,20.7,48.3,1.168
97,3,0.4,732,-200,1,503,-200,1525,-200,1321,441,21,47.1,1.1546
97,4,0.4,770,-200,2,586,24,1326,38,1392,527,20.8,48.5,1.18
97,5,0.5,797,-200,3,654,38,1097,51,1450,720,20.8,49.4,1.1994
97,6,1,915,-200,7.5,877,92,897,69,1651,937,19.9,51.8,1.1911
97,7,4.4,1287,-200,24.7,1423,311,610,116,2319,1482,20.9,49.3,1.2049
97,8,4,1195,-200,24.8,1424,260,609,119,2244,1489,23.7,39.9,1.1508
97,9,2.4,1003,-200,10.9,1009,181,823,96,1710,1015,25.3,35.8,1.1421
97,10,2.1,1037,-200,11.9,1046,177,838,109,1763,1004,28.8,29.1,1.1349
97,11,2.7,1114,-200,16,1181,180,747,115,1928,1129,30.3,26.9,1.1399
97,12,2.8,1085,-200,15.7,1171,174,767,118,1863,1068,32.8,23.3,1.138
97,13,2.3,1024,-200,13.1,1087,140,824,118,1745,924,33.9,21.4,1.1135
97,14,2,1017,-200,12.2,1057,122,859,112,1698,861,35.3,19.6,1.1036
97,15,2.6,1053,-200,15.8,1173,189,785,140,1808,981,34,20.8,1.0898
97,16,2.7,1065,-200,16.6,1198,169,766,137,1852,1043,35.3,18.8,1.0572
97,17,3.1,1136,-200,18.4,1250,172,722,143,1940,1124,32.6,24.1,1.1688
97,18,3.1,1100,-200,16.7,1202,154,732,148,1856,1004,30.8,28.7,1.2507
97,19,3.6,1143,-200,20.8,1319,192,673,158,2001,1190,28.7,31.2,1.2099
97,20,2.9,1083,-200,15.3,1157,160,742,127,1884,1072,26.8,35.1,1.2201
97,21,2.2,1009,-200,11.5,1034,110,806,109,1763,925,25.3,39.4,1.2524
97,22,2,969,-200,10.1,983,97,853,101,1680,862,23.9,40.9,1.1966
97,23,2.1,1029,-200,10.4,993,124,816,114,1728,969,23,44.4,1.2354
98,0,1.9,1064,-200,9.4,956,108,812,104,1770,932,22.2,53.9,1.4237
98,1,1.4,986,-200,6.9,853,61,865,81,1645,794,20.9,59.8,1.4659
98,2,0.8,872,-200,4,709,34,1034,51,1522,599,21.3,58.1,1.457
98,3,0.6,840,-200,3,654,-200,1124,-200,1489,614,20.8,58.4,1.4189
98,4,0.6,812,-200,2.6,626,24,1134,40,1471,625,20.3,58.9,1.3878
98,5,0.5,810,-200,2.4,612,27,1163,34,1462,595,21.3,54.5,1.3682
98,6,1,936,-200,6.8,849,70,882,61,1640,886,20.6,57.4,1.3753
98,7,2.7,1244,-200,18.9,1265,176,640,95,2084,1257,21.3,56.9,1.4226
98,8,5,1440,-200,30.2,1556,310,517,142,2530,1561,22.9,52.4,1.4442
98,9,3.3,1180,-200,14.9,1145,221,713,128,1929,1191,24.1,46.5,1.3802
98,10,2.4,1126,-200,12.2,1058,168,765,115,1879,1061,27.1,38.8,1.3705
98,11,1.7,1005,-200,8.3,910,109,881,84,1670,751,28.4,34.4,1.314
98,12,1.7,1032,-200,9,940,102,862,85,1703,733,30.1,30.9,1.2958
98,13,2.4,1087,-200,13.7,1106,129,755,110,1839,906,32.7,25.8,1.2547
98,14,2.2,1090,-200,14.1,1119,117,756,107,1811,902,32.4,25.7,1.2271
98,15,2.2,1072,-200,12,1050,112,802,107,1748,836,33.6,24.4,1.2472
98,16,2.3,1101,-200,12.2,1057,122,797,113,1772,863,33,26,1.2877
98,17,2.6,1111,-200,13.1,1086,114,787,107,1802,824,33.2,23.7,1.1855
98,18,2.3,1048,-200,12.6,1070,111,807,106,1737,842,31.3,25.4,1.1415
98,19,3.3,1197,-200,18.3,1249,158,698,125,1986,1132,28.3,31.7,1.1968
98,20,3.5,1173,-200,17.2,1217,202,695,139,1930,1175,26.5,35,1.1981
98,21,2.5,1075,-200,12.9,1079,166,764,117,1798,1111,24.4,40,1.2079
98,22,2.5,1067,-200,13.7,1106,143,745,107,1840,1125,23.3,43.4,1.2251
98,23,2.4,1060,-200,13.4,1099,122,742,98,1838,1077,22.5,45.3,1.2226
99,0,2.5,1081,-200,13.5,1099,113,749,97,1854,1087,21.8,47.8,1.2325
99,1,2.1,1017,-200,9.9,975,109,822,95,1722,1014,20.9,51,1.2446
99,2,1,836,-200,4.4,734,53,1035,68,1501,801,20.8,51.7,1.2572
99,3,0.8,831,-200,4.3,727,-200,1038,-200,1522,802,19.3,57.1,1.2661
99,4,-200,804,-200,3.3,668,32,1102,51,1479,753,18.8,58.6,1.2581
99,5,0.5,798,-200,3.4,677,35,1092,44,1473,696,20.2,53.8,1.2569
99,6,1.3,966,-200,9.3,951,123,812,77,1735,996,18.3,60.8,1.2635
99,7,3.6,1277,-200,23.4,1388,254,611,100,2241,1513,20.2,54.5,1.2777
99,8,4.8,1335,-200,27.7,1496,300,562,125,2385,1598,21.9,49.9,1.2957
99,9,3.7,1297,-200,22.1,1353,281,588,154,2128,1690,25.2,43,1.3548
99,10,1.9,1041,-200,10,979,169,837,125,1705,1053,28,36.6,1.3603
99,11,1.7,1027,-200,8.9,936,152,867,117,1696,931,27.1,38.3,1.3548
99,12,1.9,1037,-200,9.8,969,127,841,105,1728,865,27.4,37,1.3319
99,13,1.8,1014,-200,9.4,954,118,865,103,1697,818,29.4,32.9,1.3244
99,14,1.7,1007,-200,9.8,971,120,866,106,1682,802,31.3,28.7,1.2885
99,15,1.8,998,-200,9.5,958,125,881,107,1657,778,31.5,28.7,1.3058
99,16,1.7,1014,-200,9.5,958,117,878,102,1684,767,30.9,30.3,1.3306
99,17,2.8,1157,-200,15.4,1160,166,738,124,1936,1000,31.4,30.3,1.3689
99,18,3.6,1225,-200,19.4,1281,180,683,133,2082,1143,30.7,31.4,1.3686
99,19,3.3,1131,-200,16.5,1194,172,726,125,1907,1009,29,33.4,1.3169
99,20,2.9,1111,-200,14.3,1126,160,754,124,1883,1076,27.3,37.5,1.342
99,21,1.7,976,-200,8.2,909,103,878,97,1675,830,25.8,40.9,1.3389
99,22,1.7,1016,-200,8.7,929,87,868,94,1724,853,25.2,43,1.358
99,23,2.8,1177,-200,15.2,1156,147,684,120,1983,1310,24.6,45.8,1.394
100,0,1.8,1013,-200,10.6,999,120,791,105,1751,1119,24,47.3,1.3914
100,1,1,886,-200,6,813,63,936,81,1592,918,23.5,48.3,1.3777
100,2,0.5,791,-200,3.1,658,30,1140,43,1467,609,24,45.8,1.3467
100,3,0.4,762,-200,2.5,618,-200,1214,-200,1431,516,22.2,50.7,1.3405
100,4,0.3,740,-200,1.8,568,19,1259,32,1404,510,22.8,48.1,1.3184
100,5,0.4,775,-200,2.6,628,27,1178,36,1437,554,21.9,50.1,1.3002
100,6,0.8,872,-200,6.5,833,65,947,59,1598,760,20.4,54.1,1.28
100,7,2.2,1123,-200,14.5,1134,169,711,92,1922,1170,20.8,52.6,1.2758
100,8,4.4,1306,-200,28.8,1522,244,535,121,2450,1545,22.8,47.9,1.3156
100,9,3.7,1237,-200,21.3,1332,274,605,151,2157,1508,25.2,42.9,1.3552
100,10,2.5,1143,-200,14.9,1146,202,701,142,1917,1292,29.3,34.8,1.397
100,11,2.5,1170,-200,15.6,1168,186,703,141,1949,1287,33.3,27.8,1.4013
100,12,2.3,1116,-200,14.3,1128,153,739,129,1856,1042,34.9,24.9,1.363
100,13,2,1054,-200,12.6,1069,112,785,106,1766,817,36.1,22.7,1.3324
100,14,2,1083,-200,13.4,1097,117,765,125,1810,847,37.6,21.1,1.3478
100,15,2.1,1078,-200,12.6,1069,109,782,126,1780,806,37.3,21.9,1.3761
100,16,2.4,1104,-200,14.8,1143,133,747,147,1840,896,37.2,21.6,1.3514
100,17,3.1,1170,-200,18.6,1257,185,693,180,1956,1069,35.6,23.4,1.341
100,18,2.9,1091,-200,16.7,1201,167,738,164,1834,945,33.1,24.3,1.2087
100,19,3.5,1216,-200,20.8,1318,218,673,180,2043,1168,30.5,29.5,1.2635
100,20,2.9,1125,-200,16,1179,171,719,153,1921,1065,28.7,35.8,1.3834
100,21,1.5,971,-200,7.6,881,78,916,105,1635,672,26.6,42.2,1.4452
100,22,1.7,1062,-200,10.2,984,84,816,98,1796,842,25.2,46.6,1.4733
100,23,2.2,1140,-200,13.8,1109,110,714,107,1892,1123,24.7,47.7,1.4649
101,0,1.6,1038,-200,10.4,992,87,802,87,1731,1007,24.4,47.4,1.4301
101,1,1,935,-200,6.5,836,58,909,80,1604,855,23.3,49.9,1.4135
101,2,0.6,861,-200,4.3,729,39,1043,62,1528,689,23.8,47.3,1.3783
101,3,0.6,839,-200,3.4,678,-200,1062,-200,1478,622,22.9,50.2,1.3808
101,4,0.6,850,-200,3.9,703,38,1021,54,1511,658,21.2,55,1.3689
101,5,0.5,817,-200,3,651,41,1109,56,1472,628,21.7,52.6,1.35
101,6,0.5,825,-200,3.2,667,47,1079,62,1475,659,22.8,48.9,1.3424
101,7,0.9,921,-200,5.6,792,72,943,72,1595,799,23.5,47.6,1.3611
101,8,1.4,1031,-200,9.1,945,100,806,86,1697,964,24.6,44.9,1.3661
101,9,1.6,1092,-200,9.7,967,104,801,99,1774,910,27,39.9,1.402
101,10,1.6,1095,-200,8.6,923,109,843,98,1736,999,29.3,35.9,1.4411
101,11,1.7,1097,-200,9.6,964,103,822,102,1743,853,31.2,32.4,1.4517
101,12,1.7,1101,-200,9.8,972,75,819,84,1714,752,34.4,26.6,1.423
101,13,1.5,1060,-200,10.3,991,72,833,83,1718,778,36.1,22.1,1.3004
101,14,1.2,-200,-200,-200,-200,56,-200,68,-200,-200,-200,-200,-200
101,15,1.2,-200,-200,-200,-200,51,-200,63,-200,-200,-200,-200,-200
101,16,1.1,-200,-200,-200,-200,52,-200,65,-200,-200,-200,-200,-200
101,17,1,-200,-200,-200,-200,46,-200,63,-200,-200,-200,-200,-200
101,18,1.1,-200,-200,-200,-200,44,-200,56,-200,-200,-200,-200,-200
101,19,1.6,-200,-200,-200,-200,72,-200,77,-200,-200,-200,-200,-200
101,20,1.7,-200,-200,-200,-200,88,-200,91,-200,-200,-200,-200,-200
101,21,1.4,-200,-200,-200,-200,56,-200,70,-200,-200,-200,-200,-200
101,22,1.7,-200,-200,-200,-200,82,-200,95,-200,-200,-200,-200,-200
101,23,2.4,-200,-200,-200,-200,125,-200,113,-200,-200,-200,-200,-200
102,0,2.3,-200,-200,-200,-200,144,-200,109,-200,-200,-200,-200,-200
102,1,1.2,-200,-200,-200,-200,54,-200,65,-200,-200,-200,-200,-200
102,2,1,-200,-200,-200,-200,48,-200,60,-200,-200,-200,-200,-200
102,3,1.4,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
102,4,-200,-200,-200,-200,-200,41,-200,62,-200,-200,-200,-200,-200
102,5,1,-200,-200,-200,-200,40,-200,60,-200,-200,-200,-200,-200
102,6,0.9,-200,-200,-200,-200,48,-200,65,-200,-200,-200,-200,-200
102,7,0.8,-200,-200,-200,-200,44,-200,55,-200,-200,-200,-200,-200
102,8,1,-200,-200,-200,-200,59,-200,66,-200,-200,-200,-200,-200
102,9,1.2,-200,-200,-200,-200,59,-200,67,-200,-200,-200,-200,-200
102,10,1.2,-200,-200,-200,-200,53,-200,64,-200,-200,-200,-200,-200
102,11,1,-200,-200,-200,-200,42,-200,59,-200,-200,-200,-200,-200
102,12,1,-200,-200,-200,-200,43,-200,59,-200,-200,-200,-200,-200
102,13,0.6,-200,-200,-200,-200,23,-200,36,-200,-200,-200,-200,-200
102,14,0.7,-200,-200,-200,-200,22,-200,35,-200,-200,-200,-200,-200
102,15,0.8,-200,-200,-200,-200,37,-200,54,-200,-200,-200,-200,-200
102,16,1.1,-200,-200,-200,-200,53,-200,71,-200,-200,-200,-200,-200
102,17,1.4,-200,-200,-200,-200,68,-200,86,-200,-200,-200,-200,-200
102,18,2.8,-200,-200,-200,-200,125,-200,114,-200,-200,-200,-200,-200
102,19,2.5,-200,-200,-200,-200,96,-200,105,-200,-200,-200,-200,-200
102,20,1.6,-200,-200,-200,-200,75,-200,87,-200,-200,-200,-200,-200
102,21,1.4,-200,-200,-200,-200,74,-200,85,-200,-200,-200,-200,-200
102,22,2.3,-200,-200,-200,-200,92,-200,91,-200,-200,-200,-200,-200
102,23,4.2,-200,-200,-200,-200,136,-200,108,-200,-200,-200,-200,-200
103,0,3,-200,-200,-200,-200,119,-200,99,-200,-200,-200,-200,-200
103,1,2.2,-200,-200,-200,-200,76,-200,83,-200,-200,-200,-200,-200
103,2,0.6,-200,-200,-200,-200,21,-200,36,-200,-200,-200,-200,-200
103,3,0.3,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
103,4,0.3,732,-200,1.5,544,15,1353,24,1367,466,18.9,55.2,1.1895
103,5,0.5,809,-200,3.5,681,52,1108,43,1463,609,18.2,57.6,1.193
103,6,1.3,934,-200,8.3,911,85,857,64,1639,863,18.6,56,1.1865
103,7,2.5,1132,-200,17.3,1220,177,691,91,1910,1203,20.8,48,1.1702
